נמוס נוקית,רגולציה וממשל : 1
"- ת""ה",ראיות אלקטרוניות : 2,סדר דין פלילי : 1
מושיר נתינ,פטנטים : 1
מינוריונ תשר,פטנטים : 1
פקות סנכנ,רגולציה וממשל : 2
עדימ יטרפ,מדיניות הפרטיות : 1
רוכז לטוה,פשעי מחשב : 1,סדר דין פלילי : 1
עדימ הנגה,פייסבוק : 1
שי ?,ראיות אלקטרוניות : 1,דעות : 1
לוכי אל,מדיניות הפרטיות : 2
- טושפ,מדיניות הפרטיות : 1
תכרעמ טנטפ,פטנטים : 2
ביצה nekoT,מדיניות הפרטיות : 1
שחרתה עוריא,פייסבוק : 1
טנטפ תויוכז,פטנטים : 1
וגול שמתשה,זכויות יוצרים : 1
מ קוח,דעות : 1
א לע,פשעי מחשב : 1
רפסומ המוד,רגולציה וממשל : 1
פוסב תוריש,זכויות יוצרים : 1
בורק נושאר,רגולציה וממשל : 1
) פפוקסורג,ראיות אלקטרוניות : 1
נפוא שיגה,פטנטים : 2
דגנתה טפוש,דעות : 1
חתינ נכות,מדיניות הפרטיות : 1
ב ),רגולציה וממשל : 1
הווקמ נפוא,פטנטים : 1
רבק מלוצ,זכויות יוצרים : 1
לוכי פסונב,מדיניות הפרטיות : 1
נמז מליג,רגולציה וממשל : 1
תוירטמויב הדועת,רגולציה וממשל : 1
' ידועס,דעות : 1
לעב מוליצ,זכויות יוצרים : 1
איה קוח,מדיניות הפרטיות : 1
פוסב יאקירמא,פשעי מחשב : 1
העדומ הפוצ,זכויות יוצרים : 1
ניד רפה,פטנטים : 1
דומע רעצמ,זכויות יוצרים : 1
שקיב יטרפ,רגולציה וממשל : 1
עדימ פוסיא,רגולציה וממשל : 1
הנעט דיינ,סדר דין פלילי : 1
ראוני -,סדר דין פלילי : 1
משאנ קית,סדר דין פלילי : 1
דבוע ללכ,פשעי מחשב : 1
) נאכ,רגולציה וממשל : 1
רישכמ ריאשה,ראיות אלקטרוניות : 1
ננש העיבת,פייסבוק : 1
בחרתה כלה,פטנטים : 1
יוצמ נכש,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
חוליש ינפחרב,פטנטים : 1
טפוש תודמעומ,דעות : 1
יטפשמ כילה,מדיניות הפרטיות : 1
הנידמ אצוי,רגולציה וממשל : 1
תויטרפב ירשפא,ראיות אלקטרוניות : 1
עבק עצומ,רגולציה וממשל : 1
( תירבה,רגולציה וממשל : 1,פטנטים : 1
עדימ קלח,מדיניות הפרטיות : 1
נמז ער,פייסבוק : 1
בדנתמ שפיח,זכויות יוצרים : 1
עבות דול,זכויות יוצרים : 1
נגה כלה,מדיניות הפרטיות : 1
"- ב""הרא",פטנטים : 1
תושר השק,ראיות אלקטרוניות : 2
מאפס העיבת,זכויות יוצרים : 1
ככ -,ראיות אלקטרוניות : 1,פטנטים : 1
נוזמא פשח,פטנטים : 1
כוסכס ער,פייסבוק : 1
זעוה תרושקת,פייסבוק : 1
ללכ נוקית,רגולציה וממשל : 1
תודע הייבג,ראיות אלקטרוניות : 1
ילבמ (,רגולציה וממשל : 1
) הווראסמ,ראיות אלקטרוניות : 2
נופלט רישכמ,ראיות אלקטרוניות : 5,סדר דין פלילי : 1
כייש טנטפ,פטנטים : 1
הנגה קוחובש,מדיניות הפרטיות : 1
רקובה מסרפ,דעות : 1
המכסה רתא,זכויות יוצרים : 1
בכרומ יתריצי,פטנטים : 1
עדימ טרפ,מדיניות הפרטיות : 1
מויק רידסה,פטנטים : 1
טושפ רתא,מדיניות הפרטיות : 1
"כ""ח הדעו",רגולציה וממשל : 1
נוכדע ללכ,רגולציה וממשל : 1
הונ יפא,ראיות אלקטרוניות : 3
מוליצ תוכז,פייסבוק : 1,זכויות יוצרים : 1
עבות רצי,זכויות יוצרים : 1
רתא הלעפה,ראיות אלקטרוניות : 1
רתא בשחמ,מדיניות הפרטיות : 2
נעט יאמצע,פייסבוק : 1,זכויות יוצרים : 1
רצע תעב,פייסבוק : 1
נויע הריבע,סדר דין פלילי : 1
בתכ אצמ,דעות : 1
דיחי מא,דעות : 1
רדסה עבק,רגולציה וממשל : 1
ניסח היה,מדיניות הפרטיות : 1
הוונ מדיק,דעות : 1
הביתכ עקר,פייסבוק : 1
מירטמויב נותנ,דעות : 1
רוא יוקיל,דעות : 1
ירוביצ תובישח,פייסבוק : 1
רתיא הנומת,מדיניות הפרטיות : 1
טידרק נתנ,זכויות יוצרים : 1
הדעו נויד,רגולציה וממשל : 1
משאנ T&TA,פשעי מחשב : 1
יפא השרפ,ראיות אלקטרוניות : 1
""" שמתשמ",זכויות יוצרים : 1
מש תוניגה,שדי תרומות : 1
נמז חותפ,פטנטים : 1
הרוה טופיש,מדיניות הפרטיות : 1
תעב העד,מדיניות הפרטיות : 1
העיבת נעט,מדיניות הפרטיות : 1
בריס דיחי,דעות : 1
נמז נפוא,פטנטים : 1
ניינע בחרתה,פטנטים : 1
שקיב תלייח,ראיות אלקטרוניות : 1
ילטיגיד עבטמ,פשעי מחשב : 1,סדר דין פלילי : 1
ינרע ראשנ,פטנטים : 1
( קובסייפב,פייסבוק : 1
- טנטפ,פטנטים : 2
לש ילילפ,ראיות אלקטרוניות : 1
""" המישר",רגולציה וממשל : 1
"רזג ב""הרא",פשעי מחשב : 1
"ש""מהיב הקד",ראיות אלקטרוניות : 1
תשקב עובשה,פשעי מחשב : 1,סדר דין פלילי : 1
בשחמ דירוה,דעות : 1
"דבלב """,דעות : 1
ידכ טרפ,מדיניות הפרטיות : 1
ילבמ לואיס,רגולציה וממשל : 1
כסב ננולתה,פשעי מחשב : 1
האר כרד,דעות : 1
ריהמ הליבח,פטנטים : 1
ענמ ידכ,מדיניות הפרטיות : 1
ריזחה הרוה,ראיות אלקטרוניות : 1
שיגר שיא,רגולציה וממשל : 1
השקב רבסה,פטנטים : 1
תושר העדוה,דעות : 2
יוציר רסאמ,פשעי מחשב : 1
הדועת הקפנה,רגולציה וממשל : 1
פקיה נפד,דעות : 1
וצ תיב,סדר דין פלילי : 1
טנטפ מוחת,פטנטים : 1
לע ררע,ראיות אלקטרוניות : 3,סדר דין פלילי : 3
רסמ העט,מדיניות הפרטיות : 1
דימתיולגב מסרפתה,מדיניות הפרטיות : 1
""" רסמ",רגולציה וממשל : 1
השיג נותנ,פשעי מחשב : 1
DI noisseS,מדיניות הפרטיות : 2
"ת""ה {",ראיות אלקטרוניות : 1
תשר בכרומ,פטנטים : 1
רחא שמתשה,פייסבוק : 1
דומע הלעוה,זכויות יוצרים : 1
דח תוגהנתה,פטנטים : 1
נוחצינ יקסע,פטנטים : 1
בריס הנש,פטנטים : 1
עבש ראב,פשעי מחשב : 1,סדר דין פלילי : 1
- נומגא,דעות : 1
עבתנ דוע,זכויות יוצרים : 1
דוע תרשקת,דעות : 1
שיגה משל,פטנטים : 2
ו רפסומ,רגולציה וממשל : 1
? מינפ,דעות : 1
""" שיא",דעות : 1
העש הארוה,סדר דין פלילי : 1
רפה ',זכויות יוצרים : 1
בשחמ בצוה,מדיניות הפרטיות : 1
"ש""ב יזוחמ",ראיות אלקטרוניות : 1,פשעי מחשב : 3,סדר דין פלילי : 3
הלשממ מוריח,רגולציה וממשל : 1
עציב כות,זכויות יוצרים : 1
סוס מיברב,דעות : 1
לע ססבתהב,רגולציה וממשל : 1,פשעי מחשב : 1
הרידח בשחמ,דעות : 1
) תישיא,מדיניות הפרטיות : 1
הטלחה לומתא,דעות : 1
עדימ מג,רגולציה וממשל : 1
ביבא -,ראיות אלקטרוניות : 1
רוא יגולונכט,פטנטים : 1
תליא בשות,פשעי מחשב : 2,סדר דין פלילי : 1
ינש הליג,זכויות יוצרים : 1
ידי לע,רגולציה וממשל : 1,ראיות אלקטרוניות : 1,פטנטים : 1
הערכה דע,פשעי מחשב : 1,סדר דין פלילי : 1
רסא שקיב,דעות : 1
תכל קיחרה,רגולציה וממשל : 1
לוכי מג,מדיניות הפרטיות : 1
נמז קתונמ,פייסבוק : 1
הייחד הקד,ראיות אלקטרוניות : 1
רחס השרפ,פשעי מחשב : 1
( רבח,פשעי מחשב : 1,סדר דין פלילי : 1
הנש יהלש,פייסבוק : 1
הריבע ננולתה,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
דיקפת הדעו,פייסבוק : 1
הרהצה מסרפ,פטנטים : 1
סנכנ טסוגוא,רגולציה וממשל : 1
נכש סינכה,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
הארוה נקית,סדר דין פלילי : 1
תינכות שי,רגולציה וממשל : 1
עבת ער,פייסבוק : 1
תייגולונכטב שומיש,פייסבוק : 1
תוכז מאפס,זכויות יוצרים : 1
לע רבעוה,רגולציה וממשל : 1
"טנ """,סדר דין פלילי : 1
כרוע פלא,רגולציה וממשל : 1,ראיות אלקטרוניות : 1,פשעי מחשב : 1,סדר דין פלילי : 1,דעות : 1,מדיניות הפרטיות : 1
הלעפה רתא,מדיניות הפרטיות : 1
נוזמא ידי,פטנטים : 1
שקיב ],סדר דין פלילי : 1
ריזחה לע,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
"תוברל """,פייסבוק : 1,זכויות יוצרים : 1
""" """,דעות : 1
מוסרפ דגנתה,דעות : 1
חוויד צראה,דעות : 1
הכשל שאר,ראיות אלקטרוניות : 1,דעות : 1
ספת נופלט,ראיות אלקטרוניות : 1
שגוה 'חאו,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
רישכמ לעב,ראיות אלקטרוניות : 1
תיב לע,פשעי מחשב : 2
- רסמ,מדיניות הפרטיות : 1
פייט סדה,ראיות אלקטרוניות : 1
מוצמצ קוח,דעות : 1
מא הקד,דעות : 1
הנשה erawmosnaR,פשעי מחשב : 1
לע להונ,מדיניות הפרטיות : 1
היה נבומכ,מדיניות הפרטיות : 1
לביק טפושהתורעתסהה,סדר דין פלילי : 1
טלחוה נוחטב,מדיניות הפרטיות : 1
העד לוקיש,מדיניות הפרטיות : 1
'חאו פייט,ראיות אלקטרוניות : 1
לע מוסרפ,דעות : 1
"שיגדה """,רגולציה וממשל : 1
רסאמ שנוע,פשעי מחשב : 3,סדר דין פלילי : 1
עבות מסרפ,פייסבוק : 1,זכויות יוצרים : 1
בוכיע השק,פשעי מחשב : 1,סדר דין פלילי : 1
הטויט רקובה,דעות : 1
רבייס הפקתמ,פשעי מחשב : 1
) הונ,ראיות אלקטרוניות : 1
דעוי DI,מדיניות הפרטיות : 1
רושע חלצ,רגולציה וממשל : 1
מהיתונומת הארתה,פייסבוק : 1
משאנ הרוה,סדר דין פלילי : 1
רבע מינוריונ,פטנטים : 1
ליעפ קסע,רגולציה וממשל : 1
נעט תעבתנ,זכויות יוצרים : 1
ניינק תוכז,זכויות יוצרים : 1
רחסמ כרצ,ראיות אלקטרוניות : 1
קפיס (,פטנטים : 1
אל ],ראיות אלקטרוניות : 1
drocsiD תרש,זכויות יוצרים : 1
רחסמ נמיס,פטנטים : 2
הצובק עבות,פייסבוק : 1
""" אל",דעות : 1
הכה תעד,דעות : 1
רבעוה עסונ,רגולציה וממשל : 1
תלייח תויה,ראיות אלקטרוניות : 1
נוצר נוכנ,מדיניות הפרטיות : 1
הנתה רעצמל,דעות : 1
תרגסמב נתינ,ראיות אלקטרוניות : 1
ניינע מוחת,מדיניות הפרטיות : 1
כלה המגמ,פטנטים : 1
שומיש יאנת,פייסבוק : 1,זכויות יוצרים : 1
רוב נולח,פטנטים : 1
הרבעה תעב,רגולציה וממשל : 1
העדוה לע,פייסבוק : 1
עדימ פסא,מדיניות הפרטיות : 1
ppAstahW העדוה,פייסבוק : 1
תורחתה ניד,פטנטים : 1
רחא היגוע,מדיניות הפרטיות : 1
פסות האלה,מדיניות הפרטיות : 1
נתנ ),דעות : 1
הילע מסרפ,פייסבוק : 1
הטויט תוהז,דעות : 1
ככב עשרוה,פשעי מחשב : 1,סדר דין פלילי : 1
הנומת מובלא,פייסבוק : 1
- לארשי,רגולציה וממשל : 1
נותנ -,דעות : 1
תוניגה נגה,שדי תרומות : 2
המישר סנכוה,רגולציה וממשל : 1
רושק כוסכס,פייסבוק : 1
נימי הירכז,זכויות יוצרים : 1
היאר לע,רגולציה וממשל : 1
ecnerefeR etiS,מדיניות הפרטיות : 1
היה הרבח,פשעי מחשב : 1
- אביש,פשעי מחשב : 1
מסרפתה מוליצ,פייסבוק : 1,זכויות יוצרים : 1
) נאשה'ג,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
תוכז נגומ,ראיות אלקטרוניות : 1,זכויות יוצרים : 1
הנוש השקב,פטנטים : 1
עדימ הריסמ,מדיניות הפרטיות : 3
ול עדימ,פייסבוק : 1
לע לעופב,פשעי מחשב : 2,סדר דין פלילי : 1
החד בריס,פשעי מחשב : 1,סדר דין פלילי : 1
סכלא טפוש,פשעי מחשב : 1,סדר דין פלילי : 1
צנימ תימע,ראיות אלקטרוניות : 2
הנש שנוע,פשעי מחשב : 2,סדר דין פלילי : 1
שדוח שנוע,פשעי מחשב : 1
לע רערע,פשעי מחשב : 1,סדר דין פלילי : 1
הטלחה ניינע,פטנטים : 1
תרוקיב חתמ,פייסבוק : 1
תוכז חיכוה,זכויות יוצרים : 1
הנש רצוא,פשעי מחשב : 1
ללה הלוח,פשעי מחשב : 2
המכסה לביק,רגולציה וממשל : 1
חולשמ כרוצ,פטנטים : 1
"ה'זנרב """,פייסבוק : 2,זכויות יוצרים : 2
ריבעה זא,מדיניות הפרטיות : 1
תורחתה דודיעל,פטנטים : 1
לאכימ ינענצ,דעות : 1
להונ לעפוה,מדיניות הפרטיות : 1
לטינ מיירטמויב,רגולציה וממשל : 1
- לת,ראיות אלקטרוניות : 1
קר אל,פטנטים : 1
העישפב דוחייב,סדר דין פלילי : 1
תיב שגוה,דעות : 1
נמז ילטיגיד,פשעי מחשב : 1,סדר דין פלילי : 1
דחוש לבקמ,פשעי מחשב : 1
תסנכ הקיקח,רגולציה וממשל : 1
בל מות,שדי תרומות : 1
מוליצ מסרפ,זכויות יוצרים : 1
רפסמ פוסיא,דעות : 1
לקה נוקית,פטנטים : 1
מעפ רמא,מדיניות הפרטיות : 1
קפיס קיספה,זכויות יוצרים : 1
נותנ הנומא,דעות : 1
שנוע לש,פשעי מחשב : 1,סדר דין פלילי : 1
לע תרוקיב,פייסבוק : 1
יתלב השיג,מדיניות הפרטיות : 1
""" תרשקת",דעות : 1
הרוה תוכמס,ראיות אלקטרוניות : 1
מש לע,פייסבוק : 1
- מוצמצ,דעות : 1
– תירבה,פשעי מחשב : 1
"טפוש ש""ב",פשעי מחשב : 1
שמתשה המסיס,מדיניות הפרטיות : 1
ררע הטלחה,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
"השרפ ה""חאי",ראיות אלקטרוניות : 1
רתא יטרפ,מדיניות הפרטיות : 1
יוצמ שקיב,ראיות אלקטרוניות : 1
לקש נוילימ,פשעי מחשב : 1,סדר דין פלילי : 1
יושיר להונ,פטנטים : 1
ניול תיב,פשעי מחשב : 1
דגונ אל,דעות : 1
דרשמ מקוה,פייסבוק : 1
הנגה תוביצנ,פייסבוק : 1
לקש ),פייסבוק : 1
נחב תרושקת,פייסבוק : 1
הליע הנש,סדר דין פלילי : 1
ילילפ עשרוה,ראיות אלקטרוניות : 1
מויא מתס,סדר דין פלילי : 1
לדגמ הרבח,זכויות יוצרים : 1
העקשה קסע,פשעי מחשב : 1
מסרפ פקות,רגולציה וממשל : 1
עדומ הקד,זכויות יוצרים : 1
יתריצי הנוכמ,פטנטים : 1
רטונ רתא,מדיניות הפרטיות : 1
עובשה החד,פשעי מחשב : 1,סדר דין פלילי : 1
גוסמ רחא,מדיניות הפרטיות : 1
רסאמ שדוח,פשעי מחשב : 1
פפוקסורג רפוע,ראיות אלקטרוניות : 1
הרבח יתש,רגולציה וממשל : 1
הרבחב העישפב,סדר דין פלילי : 1
רזג לע,פשעי מחשב : 3,סדר דין פלילי : 2
מולש ניד,פייסבוק : 4,זכויות יוצרים : 4
ישילש מוי,פייסבוק : 1
רסמנ בלושמ,פשעי מחשב : 1
הרוזנצ המיסח,פייסבוק : 1
ראש ניב,רגולציה וממשל : 1,דעות : 1
פיסוה ),רגולציה וממשל : 1
היגולונכט טפשמ,דעות : 1
השק הדבוע,ראיות אלקטרוניות : 2,פשעי מחשב : 1,סדר דין פלילי : 2
( ול,מדיניות הפרטיות : 1
מש נעט,דעות : 1
תיצמת },דעות : 1
השקב העדוה,פטנטים : 2
נולח נוגכ,פטנטים : 1
היה רתא,מדיניות הפרטיות : 1
הרקמב רתא,מדיניות הפרטיות : 1
דיינ בשחמ,סדר דין פלילי : 2
ידכ ילכ,רגולציה וממשל : 1
רועיש יוציפ,פטנטים : 1
תובישח ניא,זכויות יוצרים : 1
etiS ssorC,מדיניות הפרטיות : 1
הייריע הקד,זכויות יוצרים : 1
מלוצ לארשי,פייסבוק : 1
נוקית -,רגולציה וממשל : 1
הוורוא חרב,דעות : 1
שבח הדסק,סדר דין פלילי : 1
תודעוויה כרד,ראיות אלקטרוניות : 1
הלשממ ידי,רגולציה וממשל : 1
תרגסמ הנש,פשעי מחשב : 2
דימ מינפ,סדר דין פלילי : 1
חוויד רלוד,פשעי מחשב : 1
ניב שמתשמ,פייסבוק : 1
הבותכ קפיס,מדיניות הפרטיות : 1
קפיס הרבח,פשעי מחשב : 1
ונינדו ניול,פשעי מחשב : 1
נווקמ נותיע,פייסבוק : 1,זכויות יוצרים : 1
תויטנבלר ניב,ראיות אלקטרוניות : 1
תעבג לע,סדר דין פלילי : 1
ונחנאהזחתמ עדימ,מדיניות הפרטיות : 1
קוחובש עדימ,מדיניות הפרטיות : 1
נב תימרכ,פייסבוק : 1
יתש עידוה,רגולציה וממשל : 1
מע פתיש,זכויות יוצרים : 1
חווד מוכס,פשעי מחשב : 1
דוע עובשה,פשעי מחשב : 1
הנוש ביכר,פטנטים : 1
השרפ עקר,דעות : 1
הדסק המלצמ,סדר דין פלילי : 1
אמגוד -,מדיניות הפרטיות : 2
ריבס -,דעות : 1
מדא רישכמ,ראיות אלקטרוניות : 1
הנש הלש,ראיות אלקטרוניות : 1
נתינ פקותל,פטנטים : 1
הייריע קובסייפה,זכויות יוצרים : 1
erawmosnaR הפקתמ,פשעי מחשב : 1
הריד נינב,פייסבוק : 1
( תוהמ,פשעי מחשב : 1
נתנ אל,זכויות יוצרים : 1
תוקמעתה פקיה,דעות : 1
הניחב ),ראיות אלקטרוניות : 1
ליבקמב ניס,רגולציה וממשל : 1
נמז הילע,פייסבוק : 1
elppA שמיש,פטנטים : 1
ככב -,רגולציה וממשל : 1
איצממ משרנ,פטנטים : 1
אל סוס,דעות : 1
ssorC גוס,מדיניות הפרטיות : 1
האיגש אל,מדיניות הפרטיות : 1
ביבס שחרתה,פייסבוק : 1
הרידח רישכמ,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
נעט עבתנ,פייסבוק : 1,זכויות יוצרים : 1
מוסרפ עובש,פייסבוק : 1
קובסייפה פד,זכויות יוצרים : 1
רש ישיא,זכויות יוצרים : 1
לפא קפיס,פטנטים : 1
""" לע",דעות : 1
הירכז טפוש,זכויות יוצרים : 1
רשפא רדסה,רגולציה וממשל : 1
פסונ משאנ,פשעי מחשב : 1
עקפ מג,מדיניות הפרטיות : 1
ספת הרזחה,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
העדוה האר,דעות : 1
מדוק ישדוח,רגולציה וממשל : 1
מוליצ שמתשה,פייסבוק : 1,זכויות יוצרים : 1
לביק שדוח,זכויות יוצרים : 1
שמתשה עבתנ,זכויות יוצרים : 1
נתינ האצמה,פטנטים : 1
אשונ נמז,דעות : 1
ריבעה ;,מדיניות הפרטיות : 1
טפוש מולש,ראיות אלקטרוניות : 1,פייסבוק : 2,זכויות יוצרים : 2
ליטה יפסכ,פשעי מחשב : 1,סדר דין פלילי : 1
ימואל רבייס,פשעי מחשב : 1
זאמ נותנ,דעות : 1
) 'מיגול'ה,מדיניות הפרטיות : 1
אבוה רערע,פשעי מחשב : 1
( וגול,זכויות יוצרים : 1
עגנ קלח,דעות : 1
יטרפ (,מדיניות הפרטיות : 1
עדימ נופלט,ראיות אלקטרוניות : 1
שולש העש,סדר דין פלילי : 1
השירד העיבת,מדיניות הפרטיות : 1
נתמ ),ראיות אלקטרוניות : 1
הארתה נתמ,פטנטים : 1
ינענצ תילגרמ,דעות : 1
צרפ ינטסיקפ,פשעי מחשב : 1
עבתנ תעבות,פייסבוק : 1
הפ -,פטנטים : 1
נימזמ כייש,פייסבוק : 1,זכויות יוצרים : 1
אל קספנ,ראיות אלקטרוניות : 1
""" הרדגה",רגולציה וממשל : 1,דעות : 1
ניינע הטלחה,ראיות אלקטרוניות : 1
הצובק הרבח,זכויות יוצרים : 1
טפוש הקד,דעות : 1
זכרמ יזוחמ,ראיות אלקטרוניות : 2
תוהדזה תכרעמ,פטנטים : 1
הרבח יונמ,פשעי מחשב : 1
ניינע ],ראיות אלקטרוניות : 1,סדר דין פלילי : 1
הפירש רוב,פטנטים : 1
הרקמ בייח,מדיניות הפרטיות : 1
שרופמ המכסה,פייסבוק : 1
דודיעל לעופה,פטנטים : 1
כות ישילש,זכויות יוצרים : 1
לפיט הקוח,רגולציה וממשל : 1
כייש נקויד,פייסבוק : 1,זכויות יוצרים : 1
סינכה דוק,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
"צ""לשאר מולש",פייסבוק : 2
עסונ הנומת,רגולציה וממשל : 1
אמגוד פסות,מדיניות הפרטיות : 1
"- ה""חאי",ראיות אלקטרוניות : 1
חלצ אל,רגולציה וממשל : 1
תורשפא לקש,פייסבוק : 1
"ב""הרא ירוזימ",פטנטים : 1
תרושקת רש,פייסבוק : 1
העיגפ ניב,ראיות אלקטרוניות : 1
עייס דעונ,רגולציה וממשל : 1
שדוח קקחנ,רגולציה וממשל : 1
ידכ בורק,רגולציה וממשל : 1
תעד יוליג,דעות : 1
"מולש ש""מהיב",ראיות אלקטרוניות : 2,פשעי מחשב : 1,סדר דין פלילי : 2
הריסמ רבס,מדיניות הפרטיות : 1
( יקסע,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
ידכ הליחת,מדיניות הפרטיות : 1
עובשה פוסב,פשעי מחשב : 2
אמגוד נותנ,מדיניות הפרטיות : 1
""" היה",רגולציה וממשל : 1
הלוח תיב,פשעי מחשב : 7
קחמ נקית,מדיניות הפרטיות : 1
מסרפ טפשמ,פטנטים : 1
""" עצומ",סדר דין פלילי : 1
לש עובק,זכויות יוצרים : 1
תלעב לודג,זכויות יוצרים : 1
עדי אל,מדיניות הפרטיות : 1
] שדח,סדר דין פלילי : 1
כילהת נורחא,רגולציה וממשל : 1
העד יעוצקמ,דעות : 1
רתיא המשרה,מדיניות הפרטיות : 1
? הונ,ראיות אלקטרוניות : 1
( רצי,זכויות יוצרים : 2
נקות אל,דעות : 1
פרטצה ככב,רגולציה וממשל : 1
הליבח חולשמ,פטנטים : 1
הרבח דבוע,פשעי מחשב : 1
לע דרז,פשעי מחשב : 1,סדר דין פלילי : 1
תווצ קשמ,פטנטים : 1
היצקילפא מייקתה,פשעי מחשב : 1
regdab ycavirP,מדיניות הפרטיות : 1
ילאילחנ רתסא,זכויות יוצרים : 1
כ –,פשעי מחשב : 1
הטיחס -,דעות : 1
הטיסרבינוא מליש,פטנטים : 1
""" תורירגש",רגולציה וממשל : 1
הנחת -,ראיות אלקטרוניות : 1
האנוה הריקח,ראיות אלקטרוניות : 1
טרפ רסמ,מדיניות הפרטיות : 1
יליזרב הלוח,פשעי מחשב : 1
נותיע בתכ,פייסבוק : 1,זכויות יוצרים : 1
הפיכא ילכ,סדר דין פלילי : 1
לומתא נתנ,דעות : 1
עצומ נוקית,רגולציה וממשל : 1,פטנטים : 3,סדר דין פלילי : 1
שקיב ילילפ,סדר דין פלילי : 1
יאשר קובסייפ,פייסבוק : 1
הנש יאשר,מדיניות הפרטיות : 1
מושיר תעבתשקיבש,מדיניות הפרטיות : 1
תושר תשקב,ראיות אלקטרוניות : 1
הנקוה מושיר,דעות : 1
זא רחא,מדיניות הפרטיות : 1
נמז מאתהב,פייסבוק : 1
הטלחה (,ראיות אלקטרוניות : 4,פשעי מחשב : 1,סדר דין פלילי : 4
שגוה משאנ,סדר דין פלילי : 1
רבח כייש,פשעי מחשב : 2,סדר דין פלילי : 1
ינורטקלא הדועת,פטנטים : 1
- תויטרפ,מדיניות הפרטיות : 1
שיגה רוערע,פשעי מחשב : 1,סדר דין פלילי : 1
ניחבה תונקתה,פטנטים : 1
שרד כמסמ,פטנטים : 1
רשק הדבוע,פשעי מחשב : 1
עגפ היגולונכט,פטנטים : 1
נמז דוע,רגולציה וממשל : 1
קוח העצה,רגולציה וממשל : 1,סדר דין פלילי : 2
תווצ צליא,פשעי מחשב : 1
סרטניא לעפ,רגולציה וממשל : 1
) הנוש,פטנטים : 1
רשיא רוגינס,סדר דין פלילי : 1
לע תינימ,ראיות אלקטרוניות : 1
קובסייפה דומע,זכויות יוצרים : 2
הינרופילק יגולונכט,פטנטים : 1
ראת פקות,רגולציה וממשל : 1
ישדוח פקות,רגולציה וממשל : 1
רתא ינכדע,מדיניות הפרטיות : 1
הפועת למנ,רגולציה וממשל : 1
די שי,מדיניות הפרטיות : 1
"ילכ """,רגולציה וממשל : 1
נומיא רבע,פטנטים : 1
טפשמ תושר,דעות : 1
תודמעומ הרואכל,דעות : 1
לע העשרה,פשעי מחשב : 2,סדר דין פלילי : 2
נאכ יוצמ,רגולציה וממשל : 1,דעות : 1
""" נומושייה",פשעי מחשב : 1
caM daPi,פטנטים : 1
הרדח מולש,זכויות יוצרים : 1
נויד מויס,סדר דין פלילי : 1
"אל """,דעות : 2
עריא הפי,פשעי מחשב : 1
מולשת רסאמ,פשעי מחשב : 1,סדר דין פלילי : 1
רזעילא נב,פייסבוק : 1
ניד היה,ראיות אלקטרוניות : 1,סדר דין פלילי : 1
) לדגמ,זכויות יוצרים : 1
שאר דיינ,דעות : 1
קוח ל,רגולציה וממשל : 1
